word,example_no,example_en,example_cn,matched_form,tatoeba_en_sentence_id,tatoeba_cn_sentence_id,tatoeba_en_author,tatoeba_cn_author,author_status,source,license,score,tatoeba_en_url,tatoeba_cn_url,notes
tower,1,The tower leaned slightly to the west.,塔有点向西边倾斜。,tower,279670,5868151,CK,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/279670,https://tatoeba.org/en/sentences/show/5868151,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tower,2,We saw the tower in the distance.,我们远远地就看见了那座塔。,tower,25827,1880301,CK,fercheung,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/25827,https://tatoeba.org/en/sentences/show/1880301,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
towering,1,New York bristles with towering buildings.,纽约充满著高楼大厦。,towering,35925,864383,AlanF_US,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/35925,https://tatoeba.org/en/sentences/show/864383,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
towers,1,He towers above the rest of the class.,他在班上出类拔萃。,towers,289752,874191,CM,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/289752,https://tatoeba.org/en/sentences/show/874191,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
town,1,The town was destroyed by the flood after the storm.,小镇被暴风雨后的洪水摧毁了。,town,277888,336645,CM,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/277888,https://tatoeba.org/en/sentences/show/336645,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
town,2,The big fire reduced the whole town to ashes.,那场大火把整个小镇烧成了灰烬。,town,275582,1470516,CM,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/275582,https://tatoeba.org/en/sentences/show/1470516,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
towners,1,So-called regional specialities are things prized by out-of-towners but spurned by locals.,所谓特产，就是外地人奉之为宝，本地人嗤之以鼻的东西。,towners,12190299,1768056,sundown,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/12190299,https://tatoeba.org/en/sentences/show/1768056,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
towns,1,Tsunamis swept through rice fields and flooded the towns.,"海啸席卷稻田, 淹没了城镇。",towns,789369,789357,Martha,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/789369,https://tatoeba.org/en/sentences/show/789357,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
towns,2,Car exhaust causes serious pollution in towns.,汽车尾气在城镇里造成了严重的污染。,towns,265533,5715189,CS,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/265533,https://tatoeba.org/en/sentences/show/5715189,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toy,1,The plush fur of the toy felt so soft and somehow soothing.,那个玩具绒毛摸起来很柔软，让人感到舒适。,toy,8987982,11841639,mccarras,Verna0072001,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/8987982,https://tatoeba.org/en/sentences/show/11841639,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toy,2,The boy is playing with his toy soldiers.,男孩在玩玩具兵。,toy,1907681,6148997,Spamster,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1907681,https://tatoeba.org/en/sentences/show/6148997,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toyota,1,"Toyota Corporation announced that it would cut 1,000 positions this year.",丰田公司宣布将会在今年裁员一千人。,toyota,36968,359006,lukaszpp,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/36968,https://tatoeba.org/en/sentences/show/359006,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toyota,2,My car is a Toyota.,我的车是Toyota做的。,toyota,251073,1178871,CN,treskro3,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/251073,https://tatoeba.org/en/sentences/show/1178871,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toys,1,The baby is playing with some toys.,这个小婴儿正在玩一些玩具。,toys,45871,895714,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/45871,https://tatoeba.org/en/sentences/show/895714,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
toys,2,I want a box in which to keep these toys.,我想要个能装这些玩具的盒子。,toys,253795,333855,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/253795,https://tatoeba.org/en/sentences/show/333855,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trace,1,There is a trace on the table.,桌子上有个痕迹。,trace,7851974,2128376,sharris123,jjbraam,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/7851974,https://tatoeba.org/en/sentences/show/2128376,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trace,2,He disappeared without a trace.,他没有留下痕迹就消失了。,trace,2096,503190,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/2096,https://tatoeba.org/en/sentences/show/503190,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traced,1,The burglar was traced by one of the things he had left on the scene.,警方根据现场遗下的证物把贼子找了出来。,traced,19204,387116,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/19204,https://tatoeba.org/en/sentences/show/387116,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
track,1,The track meet was called off on account of the heavy rain.,田径运动会因天雨关系取消了。,track,43487,349747,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/43487,https://tatoeba.org/en/sentences/show/349747,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
track,2,My business has at last gotten on the right track.,我的生意终于走上了正轨。,track,250999,332538,U2FS,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/250999,https://tatoeba.org/en/sentences/show/332538,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracking,1,But I haven't looked up this tracking number on the DHL website.,但是我在DHL的网站上没有查到这个运单号。,tracking,4736857,1407991,paper1n0,wangzi0921,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/4736857,https://tatoeba.org/en/sentences/show/1407991,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracking,2,I'm tracking a buck.,我正在追踪一头公鹿。,tracking,1541641,1541646,menyo,menyo,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/1541641,https://tatoeba.org/en/sentences/show/1541646,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracks,1,The tracks run parallel to the road.,铁路与公路平行。,tracks,457120,5670798,FeuDRenais,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/457120,https://tatoeba.org/en/sentences/show/5670798,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracks,2,I followed the deer's tracks.,我跟着鹿的踪迹。,tracks,253876,464823,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/253876,https://tatoeba.org/en/sentences/show/464823,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tractor,1,"When chickens pancake-shape maintain, the tractor must have won again.","当鸡像煎饼一样平的时候, 那么一定是拖拉机跑得比它们快。",tractor,788601,790740,Hans_Adler,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/788601,https://tatoeba.org/en/sentences/show/790740,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tractor,2,I can't get my tractor started.,我发动不了我的拖拉机。,tractor,5852240,6065884,CK,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,104.0,https://tatoeba.org/en/sentences/show/5852240,https://tatoeba.org/en/sentences/show/6065884,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracy,1,Tracy had never used chopsticks before then.,崔西在那之前从来没有使用过筷子。,tracy,36877,908340,CN,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/36877,https://tatoeba.org/en/sentences/show/908340,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tracy,2,Tracy lost her glasses.,崔西弄丢了她的眼镜。,tracy,36880,826170,CN,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/36880,https://tatoeba.org/en/sentences/show/826170,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trade,1,This firm ranks second in the oil trade.,这家公司在石油行业排名第二。,trade,59995,1721862,unknown member,yuzazaza,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/59995,https://tatoeba.org/en/sentences/show/1721862,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trade,2,My father has been engaged in foreign trade for many years.,我父亲经营外贸多年。,trade,251714,1366059,CK,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/251714,https://tatoeba.org/en/sentences/show/1366059,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traded,1,I traded in my old car for a new one.,我用我的旧车换了一辆新的。,traded,257300,709154,CK,sysko,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/257300,https://tatoeba.org/en/sentences/show/709154,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traded,2,I traded old newspapers for toilet paper.,我用旧报纸换卫生纸。,traded,257305,785224,AlanF_US,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/257305,https://tatoeba.org/en/sentences/show/785224,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trades,1,Japan trades with several foreign countries.,日本和好几个海外国家做贸易。,trades,11552030,512435,weihaiping,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/11552030,https://tatoeba.org/en/sentences/show/512435,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trading,1,He amassed a fortune in stock trading during the last boom.,他在上个景气时期炒股攒下了一笔钱。,trading,300717,1395004,CM,mtdot,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/300717,https://tatoeba.org/en/sentences/show/1395004,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trading,2,I'm working for a trading firm.,我在一间贸易公司工作。,trading,67141,403331,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/67141,https://tatoeba.org/en/sentences/show/403331,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tradition,1,It is a Chinese tradition to welcome spring with flowers.,用花迎春是中国的传统。,tradition,766016,766015,eastasiastudent,eastasiastudent,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/766016,https://tatoeba.org/en/sentences/show/766015,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tradition,2,We must have respect for tradition.,我们要尊重传统文化。,tradition,22801,372363,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/22801,https://tatoeba.org/en/sentences/show/372363,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traditional,1,The clan system is a key component of traditional Chinese culture.,宗族制度是中国传统文化的重要组成部分。,traditional,5313621,5090863,csmjj,mirrorvan,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/5313621,https://tatoeba.org/en/sentences/show/5090863,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traditional,2,Sumo is the traditional sport of Japan.,相扑是日本传统的体育活动。,traditional,274156,2394859,unknown member,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/274156,https://tatoeba.org/en/sentences/show/2394859,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traditions,1,Many local traditions have fallen into decay in recent years.,近几年，很多当地的传统都衰败了。,traditions,18642,2077798,Zifre,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/18642,https://tatoeba.org/en/sentences/show/2077798,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traditions,2,We must keep up the family traditions.,我们必须保持家庭传统。,traditions,248482,332777,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/248482,https://tatoeba.org/en/sentences/show/332777,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traffic,1,My leg was broken in a traffic accident.,我在一场交通意外中折断了腿。,traffic,257348,1324051,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/257348,https://tatoeba.org/en/sentences/show/1324051,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traffic,2,I got injured in the traffic accident.,我在这场交通意外中受了伤。,traffic,254337,802533,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/254337,https://tatoeba.org/en/sentences/show/802533,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tragedies,1,All tragedies end with a death.,所有悲剧都由死亡终结。,tragedies,51669,446167,Eldad,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/51669,https://tatoeba.org/en/sentences/show/446167,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tragedy,1,"Shakespeare's ""Macbeth"" is a tragedy.",莎士比亚的麦克白是一部悲剧。,tragedy,53883,334261,orcrist,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/53883,https://tatoeba.org/en/sentences/show/334261,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tragedy,2,This would be a terrible tragedy.,这将是一个可怕的悲剧。,tragedy,727339,727361,eastasiastudent,visualtoday,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/727339,https://tatoeba.org/en/sentences/show/727361,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tragic,1,They both cried after hearing the tragic news.,听到这件悲剧，他俩尽皆哭泣。,tragic,682218,4104424,Source_VOA,andymakespasta,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/682218,https://tatoeba.org/en/sentences/show/4104424,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tragicomedy,1,Who can tell me what a tragicomedy is?,谁能告诉我什么是悲喜剧吗？,tragicomedy,6552731,6553058,OsoHombre,butterflywinds,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,108.0,https://tatoeba.org/en/sentences/show/6552731,https://tatoeba.org/en/sentences/show/6553058,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
train,1,The mail train lost most of its mail in the fire.,那场火灾把邮车上的邮件烧掉了一大半。,train,23853,470267,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/23853,https://tatoeba.org/en/sentences/show/470267,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
train,2,The train from Geneva will arrive at the station.,从日内瓦来的火车就要进站了。,train,1752,343780,Eldad,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1752,https://tatoeba.org/en/sentences/show/343780,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trained,1,Musical talent can be developed if it's properly trained.,如果训练得当的话，音乐才能是可以培养出来的。,trained,25427,1722334,auxitt,yuzazaza,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/25427,https://tatoeba.org/en/sentences/show/1722334,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trained,2,The future pilot is trained in a mock cockpit.,未来飞行员会在虚拟驾驶舱里训练。,trained,322663,2027998,unknown member,ydcok,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/322663,https://tatoeba.org/en/sentences/show/2027998,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trainer,1,The dolphin and trainer communicated much better than we expected.,海豚和驯养员交流得比我们所期望的好得多。,trainer,277958,795751,CM,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/277958,https://tatoeba.org/en/sentences/show/795751,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trainer,2,Suddenly the lion came at his trainer.,狮子突然向训练员扑了过去。,trainer,280661,708757,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/280661,https://tatoeba.org/en/sentences/show/708757,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
training,1,"No matter how hard the training was, she never cried.",不管训练多么艰苦，她都没有哭过。,training,1426415,3035567,CC,vicch,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1426415,https://tatoeba.org/en/sentences/show/3035567,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
training,2,The China National Table Tennis Team had a month's closed training in winter.,中国乒乓球队进行了一个月的封闭式冬训。,training,1583542,1583540,trieuho,trieuho,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1583542,https://tatoeba.org/en/sentences/show/1583540,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trains,1,You have to accustom yourself to the crowded trains in Tokyo.,你要习惯东京拥挤的火车。,trains,279722,426321,mervert1,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/279722,https://tatoeba.org/en/sentences/show/426321,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
trains,2,High speed trains are common in Europe.,高速列车在欧洲很常见。,trains,5346161,9962913,Hybrid,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/5346161,https://tatoeba.org/en/sentences/show/9962913,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traitor,1,We have a traitor among us.,我们之间有个叛徒。,traitor,23357,1405444,CK,sirpoot,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/23357,https://tatoeba.org/en/sentences/show/1405444,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traitor,2,"We had thought that he was a hero, but he turned out to be a traitor.",我们以为他是一个英雄，原来是一个叛徒。,traitor,2410185,2410192,FeuDRenais2,FeuDRenais,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/2410185,https://tatoeba.org/en/sentences/show/2410192,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
traits,1,Japan has many distinctive traits.,日本有许多别具一格的特色。,traits,281287,336185,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/281287,https://tatoeba.org/en/sentences/show/336185,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
tram,1,I left my umbrella on the tram.,我把雨伞留在电车上了。,tram,8640289,429417,hamsolo474,aliene,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/8640289,https://tatoeba.org/en/sentences/show/429417,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
